country,city,gender,ethnicity,animal_type
China,Dashi,Female,Uruguayan,horse
China,Shatou,Female,Lumbee,rabbit
China,Dabu,Female,Spaniard,rabbit
China,Kax,Female,Osage,cat
China,Yanmenkou,Female,Chickasaw,cat
Brazil,São Domingos do Maranhão,Male,Tongan,horse
China,Gaoyi,Female,Navajo,cat
China,Danyang,Female,Seminole,horse
China,Shiyaogou,Male,Salvadoran,horse
Brazil,Juripiranga,Female,Honduran,cat
China,Yanhe,Female,Latin American Indian,rabbit
Brazil,Santo Amaro,Female,Alaskan Athabascan,dog
China,Chencai,Female,Colombian,horse
China,Shishan,Female,Chickasaw,horse
China,Tanxi,Male,Venezuelan,horse
China,Hejiang,Female,Colombian,cat
China,Deshan,Female,Black or African American,elephant
China,Henggouqiao,Male,Micronesian,elephant
Brazil,Coroatá,Male,Panamanian,elephant
China,Jielin,Male,Osage,dog
United States,Dayton,Female,Malaysian,rabbit
China,Zhongzhai,Female,Vietnamese,horse
United States,Norfolk,Male,Ute,dog
China,Dajin,Male,Alaskan Athabascan,elephant
China,Sanfang,Female,Black or African American,cat
Brazil,Araguari,Female,Indonesian,cat
China,Huanghe,Female,Latin American Indian,rabbit
Brazil,Itapecerica,Female,Sioux,dog
China,He’an,Male,Blackfeet,rabbit
China,Yanggu,Male,Mexican,cat
Brazil,São Carlos,Male,American Indian and Alaska Native (AIAN),horse
China,Jinhe,Female,Paiute,rabbit
United States,Jacksonville,Male,Mexican,horse
China,Dongfanghong,Female,Nicaraguan,cat
China,Xikou,Female,Lumbee,rabbit
China,Nanhai,Female,Thai,horse
United States,Muskegon,Male,Chamorro,rabbit
United States,Rochester,Female,Paiute,rabbit
China,Yangfeng,Female,Chippewa,dog
China,Songshu,Female,Puget Sound Salish,rabbit
China,Linxi,Female,Sri Lankan,dog
Brazil,Goiânia,Male,Lumbee,elephant
China,Rongxi,Male,Kiowa,horse
Brazil,Rio do Sul,Female,Peruvian,dog
China,Qiaotou,Female,Puget Sound Salish,rabbit
China,Nanqi,Male,Costa Rican,dog
China,Chengguan,Female,American Indian,elephant
China,Shangchewan,Male,White,rabbit
United States,El Paso,Male,Yaqui,elephant
China,Moganshan,Female,Cuban,cat
China,Guhua,Male,Potawatomi,dog
China,Fushan,Female,Seminole,rabbit
China,Baihe,Male,Alaskan Athabascan,dog
China,Zoumaling,Female,Eskimo,dog
Brazil,Ivoti,Male,Taiwanese,horse
China,Yuhe,Female,Panamanian,cat
China,Pulian,Male,Choctaw,horse
China,Puyang,Male,Honduran,horse
China,Qintong,Female,Apache,rabbit
China,Guoduwan,Female,Chinese,cat
Brazil,São Lourenço da Mata,Female,Menominee,rabbit
China,Niaohe,Male,Tlingit-Haida,dog
Brazil,Nova Olímpia,Male,Iroquois,cat
China,Gubo,Male,Osage,horse
China,Shangtang,Female,Argentinian,rabbit
China,Wanzhi,Female,Melanesian,horse
Brazil,Andradas,Female,Native Hawaiian and Other Pacific Islander (NHPI),dog
United States,Washington,Female,Tohono O'Odham,dog
China,Zhongshanmen,Male,American Indian and Alaska Native (AIAN),horse
China,Shuangyuan,Female,Fijian,dog
China,Daxi,Female,Colombian,horse
China,Dongshi,Female,Indonesian,horse
China,Shuicha,Female,Hmong,rabbit
China,Zhutuo,Female,Micronesian,dog
China,Doumen,Male,Bolivian,dog
Brazil,Itatuba,Male,Colombian,cat
China,Fengshou,Female,Salvadoran,dog
China,Tongli,Female,Houma,dog
China,Dalubian,Male,Paiute,dog
Brazil,Pindaré Mirim,Male,Delaware,horse
China,Liugong,Female,Native Hawaiian and Other Pacific Islander (NHPI),horse
China,Dongchong,Female,Navajo,dog
China,Tuanlin,Female,Menominee,cat
China,Zhanjiang,Female,Chippewa,horse
China,Houbai,Male,Lumbee,dog
China,Pujiang,Female,Native Hawaiian,dog
China,Darong,Female,Chilean,rabbit
United States,New Orleans,Male,Alaskan Athabascan,dog
China,Wailang,Male,Chinese,dog
China,Tadianjie,Male,Chilean,cat
Brazil,Juàzeirinho,Female,Fijian,horse
Canada,Papineauville,Male,Menominee,dog
China,Xinqiaohe,Male,Ecuadorian,dog
Brazil,Carandaí,Female,Tongan,horse
China,Maoshan,Male,Puerto Rican,cat
Brazil,Astorga,Female,Alaska Native,horse
China,Suicheng,Male,Lumbee,horse
China,Shanshu,Female,Argentinian,cat
China,Tangfang,Male,Seminole,horse
China,Danyang,Male,Malaysian,horse
China,Sandaohezi,Male,Ecuadorian,rabbit
United States,Charlotte,Male,Spaniard,dog
China,Zhaiwu,Male,Chamorro,cat
United States,Conroe,Male,Alaska Native,dog
China,Shajia’ao,Female,Bangladeshi,elephant
China,Zeguo,Female,Asian Indian,cat
Brazil,Novo Hamburgo,Male,White,dog
Brazil,Neópolis,Male,Delaware,cat
Brazil,Cajamar,Female,Taiwanese,elephant
China,Futian,Male,Panamanian,cat
China,Xushuguan,Female,Ecuadorian,dog
China,Fanyang,Female,Laotian,dog
China,Longtian,Female,South American,rabbit
Canada,Fort Macleod,Female,Iroquois,dog
China,Shuijiang,Female,Alaska Native,rabbit
China,Jiangna,Male,Guamanian,cat
China,Yangjia,Female,Native Hawaiian,dog
China,Poxi,Female,Melanesian,elephant
Canada,Martensville,Male,Nicaraguan,dog
China,Jinsheng,Female,Hmong,dog
China,Jinta,Male,Native Hawaiian and Other Pacific Islander (NHPI),rabbit
China,Wushan,Male,Creek,rabbit
China,Gasi,Female,Malaysian,rabbit
Brazil,Diadema,Male,Costa Rican,elephant
China,Hekou,Male,Blackfeet,elephant
Brazil,Gravataí,Female,Chippewa,elephant
United States,Boise,Female,Tohono O'Odham,rabbit
China,Dafeng,Male,Polynesian,rabbit
United States,Los Angeles,Female,Pueblo,dog
China,Bazha,Female,Colombian,cat
China,Shuiyin,Male,Bolivian,horse
China,Geji,Female,Yuman,cat
China,Kanbula,Female,Mexican,rabbit
Brazil,Araras,Female,Thai,horse
United States,Asheville,Male,Choctaw,cat
Brazil,Flores da Cunha,Male,Vietnamese,cat
China,Hanbin,Male,Indonesian,cat
China,Zhonghe,Female,Chickasaw,dog
China,Huangdimiao,Male,Choctaw,horse
United States,Irving,Male,Aleut,horse
China,Jianggang,Male,Japanese,dog
China,Dongping,Female,Taiwanese,horse
United States,Cumming,Male,Ute,elephant
United States,Boynton Beach,Female,Spaniard,elephant
China,Xiaoling,Male,Taiwanese,dog
China,Kuaidamao,Female,Asian,horse
China,Yili,Male,Laotian,rabbit
China,Gansa,Female,Bolivian,rabbit
China,Xialaba,Female,Latin American Indian,dog
China,Wuxi,Male,Pueblo,rabbit
China,Pancheng,Male,Puget Sound Salish,horse
China,Emin,Female,Mexican,cat
United States,Tallahassee,Female,Cuban,dog
China,Gaojialing,Male,Choctaw,horse
China,Huashu,Female,Melanesian,dog
China,Zaindainxoi,Male,Cherokee,dog
Brazil,Jaguaribe,Female,Japanese,rabbit
Canada,Lac La Biche,Male,Vietnamese,horse
Brazil,Bom Jesus da Lapa,Female,Ecuadorian,rabbit
Brazil,Lajinha,Female,Cheyenne,elephant
China,Gaozhou,Male,Spaniard,elephant
China,Qindu,Female,Laotian,horse
China,Bayan Tuohai,Female,Central American,elephant
China,Chengyang,Male,Panamanian,rabbit
China,Zhapu,Female,Bangladeshi,cat
China,Ketang,Male,Black or African American,rabbit
China,Jin’an,Male,Chippewa,cat
China,Quankou,Male,Shoshone,horse
China,Wuxiang,Male,Guatemalan,horse
China,Dagang,Female,Osage,rabbit
China,Huangrangping,Male,Micronesian,rabbit
China,Nongba,Male,Chamorro,rabbit
China,Zhentian,Male,Yakama,dog
China,Huangchi,Female,Chickasaw,dog
China,Yinhedahan’er,Female,Dominican (Dominican Republic),dog
China,Dahongmen,Female,Sioux,rabbit
China,Lincheng,Female,Japanese,dog
China,Nanhuang,Female,Puget Sound Salish,dog
China,Dungang,Male,Potawatomi,dog
China,Dongzha,Female,Comanche,elephant
United States,Pensacola,Female,Puget Sound Salish,dog
China,Zaozhuang,Male,Cheyenne,elephant
United States,Dallas,Male,Crow,cat
China,Nanhuang,Female,Melanesian,elephant
China,Xiongzhou,Female,Kiowa,elephant
China,Datong,Female,Central American,dog
China,Qianjia,Male,Creek,dog
China,Ningxi,Male,Navajo,horse
United States,Buffalo,Female,Asian Indian,cat
China,Dajing,Female,Paraguayan,cat
China,Longchi,Female,Navajo,cat
China,Nankai,Male,Native Hawaiian and Other Pacific Islander (NHPI),elephant
United States,Winter Haven,Male,Native Hawaiian,rabbit
China,Dasha,Male,Colombian,elephant
China,Qiqian,Female,Korean,horse
China,Nyima,Female,Dominican (Dominican Republic),dog
China,Shaxi,Male,Chickasaw,dog
China,Shangdu,Male,Malaysian,horse
United States,Washington,Female,Yaqui,cat
United States,New York City,Female,American Indian and Alaska Native (AIAN),rabbit
Brazil,Iporá,Male,Mexican,cat
China,Xiadingjia,Male,Ecuadorian,dog
China,Beigong,Male,Apache,cat
China,Shanxi,Male,Sri Lankan,cat
Brazil,Recreio,Male,Paraguayan,cat
United States,Minneapolis,Female,Peruvian,horse
United States,Lafayette,Male,Thai,cat
China,Jiuhua,Male,Iroquois,cat
China,Tianxin,Male,Native Hawaiian and Other Pacific Islander (NHPI),rabbit
China,Zhangcaizhuang,Female,Korean,dog
China,Muzi,Female,Delaware,rabbit
China,Guantouzui,Female,Pakistani,rabbit
China,Xinsheng,Female,Argentinian,horse
China,Chengfeng,Male,Tongan,dog
China,Xilu,Female,Fijian,dog
China,Xingou,Male,Filipino,dog
China,Muyi,Female,Alaskan Athabascan,cat
Canada,Saint-Félicien,Male,Native Hawaiian and Other Pacific Islander (NHPI),rabbit
United States,El Paso,Male,American Indian,rabbit
China,Tushi,Male,Ute,elephant
China,Liangshan,Male,Cuban,elephant
United States,Richmond,Male,Osage,rabbit
China,Gusong,Female,Laotian,horse
Brazil,Abaeté,Male,Kiowa,dog
Brazil,Nossa Senhora do Socorro,Male,Guatemalan,dog
Brazil,Nova Petrópolis,Female,Chickasaw,rabbit
China,Yeshan,Male,Samoan,dog
Brazil,Simões Filho,Male,Central American,horse
China,Zhuyeping,Male,Tohono O'Odham,cat
China,Wulin,Female,Filipino,dog
China,Tanshi,Female,Sioux,rabbit
China,Badai,Female,Tohono O'Odham,cat
United States,Clearwater,Female,Chippewa,elephant
China,Changxing,Female,Eskimo,dog
Brazil,Cuiabá,Female,Costa Rican,cat
China,Xinning,Female,Tongan,cat
China,Xi’an,Male,Thai,horse
Canada,Repentigny,Female,Crow,dog
China,Mengxi,Male,Japanese,rabbit
Brazil,Apodi,Female,Laotian,cat
China,Luotang,Female,Choctaw,rabbit
China,Henglu,Male,Chamorro,elephant
Brazil,Lajinha,Female,Pakistani,dog
China,Sanlidian,Male,Mexican,cat
Brazil,Mafra,Male,Asian,cat
Brazil,Ubatã,Male,Taiwanese,dog
China,Qijiaxi,Female,Lumbee,horse
China,Pingdong,Male,Taiwanese,elephant
China,Zhangping,Female,Paiute,horse
China,Shuangjie,Female,Alaska Native,elephant
China,Shejiang,Male,Cheyenne,cat
United States,Fort Wayne,Female,Polynesian,rabbit
Canada,Alma,Male,Delaware,rabbit
China,Wulingyuan,Male,Fijian,elephant
China,Xingfu,Male,Costa Rican,horse
China,Beijie,Male,Cheyenne,elephant
United States,Winston Salem,Female,Guatemalan,dog
China,Shaxi,Female,Cree,dog
China,Pozhang,Female,Yuman,dog
China,Budayuan,Male,Asian,rabbit
China,Yuanjue,Female,Samoan,horse
China,Xambabazar,Male,Peruvian,dog
China,Jindui,Male,Cheyenne,elephant
United States,Madison,Female,Taiwanese,dog
China,Gyigang,Female,Colville,elephant
Brazil,Nova Era,Male,Houma,horse
Canada,Hope,Female,Bolivian,cat
China,Changkeng,Male,Apache,dog
Brazil,Conselheiro Lafaiete,Female,Guamanian,horse
China,Shangsha,Female,Panamanian,cat
United States,Los Angeles,Male,Paraguayan,horse
China,Changning,Male,Spaniard,horse
China,Xikou,Female,Iroquois,horse
China,Huangtan,Female,Guamanian,dog
China,Danan,Female,Ottawa,horse
China,Laowobao,Female,Cambodian,cat
Brazil,Ferraz de Vasconcelos,Male,Seminole,elephant
Canada,Pangnirtung,Female,Japanese,rabbit
Canada,Kentville,Male,Latin American Indian,horse
China,Huitang,Male,Potawatomi,elephant
Canada,Lillooet,Male,Central American,rabbit
United States,Los Angeles,Male,Black or African American,horse
China,Anxiang,Female,Cambodian,elephant
China,Huangqi,Male,Pima,dog
Brazil,Guaíra,Male,Tongan,cat
China,Juxing,Female,Fijian,cat
China,Huaping,Male,Yakama,dog
China,Xiaopingba,Male,Navajo,cat
China,Kuleqi,Female,Cherokee,rabbit
China,Beixiaoying,Female,Alaskan Athabascan,dog
China,Haozigang,Female,Kiowa,cat
China,Geshan,Female,Sri Lankan,elephant
China,Taipingchuan,Male,Filipino,cat
China,Huotong,Male,Venezuelan,elephant
China,Daqiao,Male,Ottawa,dog
China,Jinshan,Male,Chinese,rabbit
China,Jiaodai,Female,Lumbee,cat
United States,Seattle,Female,White,dog
China,Barkol,Male,Yuman,rabbit
China,Yixin,Female,Korean,rabbit
China,Puyuan,Female,Ecuadorian,dog
China,Huidong,Male,Menominee,dog
China,Wutan,Female,Filipino,elephant
China,Shaba,Male,Micronesian,dog
United States,Fort Myers,Male,Pueblo,cat
United States,Norfolk,Male,Tohono O'Odham,cat
China,Zhongzhai,Male,Houma,dog
China,Namling,Female,American Indian and Alaska Native (AIAN),horse
China,Erhe,Male,Ecuadorian,rabbit
Brazil,Águas de Lindóia,Male,Puerto Rican,dog
Brazil,Santa Fé do Sul,Female,Thai,rabbit
China,Meishan,Female,Crow,cat
China,Guohe,Male,Cree,horse
China,Maliang,Male,Guamanian,elephant
Brazil,Ponta Porã,Male,Laotian,elephant
China,Songmuping,Male,Sioux,rabbit
China,Liulihe,Male,Native Hawaiian and Other Pacific Islander (NHPI),elephant
China,Echeng,Female,Fijian,dog
China,Nanxindian,Male,Japanese,horse
United States,Dallas,Male,Chinese,dog
China,Da’an,Female,Pueblo,rabbit
China,Shuiyuesi,Female,Colville,horse
China,Liuji,Male,Kiowa,cat
China,Zhetang,Female,Costa Rican,elephant
China,Nalinggou,Female,Houma,dog
China,Yengimahalla,Female,Sri Lankan,cat
China,Dazhigu,Male,Alaskan Athabascan,rabbit
China,Xinxu,Female,Argentinian,cat
China,Changjiang,Male,Nicaraguan,horse
China,Nonghe,Female,Pima,horse
China,Nanyulinxi,Male,Argentinian,horse
China,Da’an,Male,White,elephant
China,Erling,Female,Chippewa,cat
China,Nanhe,Female,Argentinian,dog
Brazil,Araripina,Male,Fijian,horse
China,Luopu,Female,Seminole,horse
China,Luhe,Female,Ottawa,horse
China,Gaotieling,Male,Chippewa,rabbit
China,Tiechang,Male,Blackfeet,elephant
China,Tiannan,Male,Korean,dog
Brazil,Catolé do Rocha,Female,Cherokee,elephant
China,Siqu,Female,Ecuadorian,cat
China,Taiyangling,Male,Yaqui,cat
United States,Fresno,Female,Bolivian,elephant
China,Muqi,Male,Panamanian,horse
China,Jiangshi,Female,Thai,elephant
China,Ganchazi,Male,Puerto Rican,horse
China,Baiyun,Male,Micronesian,cat
China,Dabu,Female,Black or African American,elephant
China,Zeguo,Male,Native Hawaiian and Other Pacific Islander (NHPI),dog
Canada,Antigonish,Male,Korean,horse
Brazil,Itaí,Male,Bolivian,elephant
China,Buchou,Female,Lumbee,horse
Brazil,Descalvado,Male,South American,dog
China,Laxiong,Male,Malaysian,rabbit
China,Dongbei,Female,Yakama,dog
China,Hali,Male,South American,horse
United States,Buffalo,Male,American Indian,dog
United States,Pasadena,Male,Puget Sound Salish,rabbit
China,Liangcunchang,Male,Laotian,rabbit
China,Guangfu,Male,Samoan,elephant
Brazil,Lucas,Female,Mexican,elephant
China,Wufeng,Female,Alaska Native,elephant
China,Erhaodi,Male,Bolivian,horse
China,Yanqi,Male,Taiwanese,horse
China,Sijiu,Female,Aleut,cat
Brazil,Muzambinho,Female,Vietnamese,cat
China,Shanyang,Male,American Indian,elephant
Brazil,Ariquemes,Female,Eskimo,rabbit
China,Fuwen,Female,Crow,elephant
China,Shicheng,Female,Chilean,rabbit
Brazil,Guaratuba,Male,Malaysian,dog
China,Fushan,Male,Shoshone,dog
Canada,Thetford-Mines,Male,Laotian,horse
China,Yujiawu,Female,Dominican (Dominican Republic),horse
Canada,Oka,Female,White,elephant
China,Donghai,Female,Delaware,elephant
Brazil,Varjota,Female,Paraguayan,horse
China,Rixi,Female,Polynesian,dog
China,Yuanqiao,Female,Black or African American,elephant
China,Guohuan,Female,Puerto Rican,dog
China,Jingyang,Male,Honduran,rabbit
China,Changping,Female,Cambodian,elephant
China,Taha Man Zu,Female,American Indian,horse
China,Ziyuan,Male,Korean,elephant
Canada,Oliver,Female,Paiute,rabbit
China,Lindian,Female,Puget Sound Salish,horse
China,Yangjingziwan,Female,Argentinian,horse
China,Yuanqiao,Male,Potawatomi,elephant
China,Dengmingsi,Female,Nicaraguan,rabbit
China,Zhangbagou,Female,Nicaraguan,rabbit
United States,Las Vegas,Female,Argentinian,cat
China,Hairag,Female,Kiowa,rabbit
Brazil,São João da Boa Vista,Male,Filipino,rabbit
China,Paingar,Female,Micronesian,horse
China,Shitan,Male,Ecuadorian,rabbit
China,Hongling,Male,Tongan,elephant
China,Xinglong,Male,Choctaw,dog
China,Yinying,Female,Colville,rabbit
China,Zhaojia,Female,Menominee,cat
China,Nandu,Male,Black or African American,dog
United States,Honolulu,Male,Creek,cat
China,Taoyuan,Female,Bolivian,elephant
China,Xicheng,Female,Japanese,elephant
China,Lüxiang,Female,Melanesian,dog
Canada,Carman,Male,Dominican (Dominican Republic),cat
China,Qingguang,Female,Japanese,horse
Brazil,Alfenas,Female,Pueblo,cat
China,Zhangjiawan,Female,Eskimo,dog
China,Zhenqiao,Male,Cree,cat
China,Zhongzhai,Female,Delaware,horse
China,Nianyushan,Male,Colombian,horse
China,Weishan,Female,Mexican,cat
China,Limen,Male,Eskimo,horse
China,Liulin,Female,Colombian,horse
China,Zitong,Male,Guatemalan,elephant
United States,Naples,Female,Malaysian,elephant
United States,Tucson,Female,Micronesian,elephant
United States,Bronx,Male,Puerto Rican,rabbit
China,Jiayi,Female,Tlingit-Haida,cat
China,Da’an,Male,Iroquois,elephant
China,Tangping,Male,Colombian,dog
China,Jihuluntu Sumu,Male,Argentinian,elephant
China,Sidu,Male,Lumbee,elephant
China,Huangbei,Female,Dominican (Dominican Republic),elephant
China,Erfangping,Male,Houma,cat
China,Shuangqiaoping,Male,Tongan,dog
China,Shangyanzhuang,Female,Potawatomi,dog
China,Qingqu,Female,Chippewa,cat
China,Pingtan,Male,Costa Rican,cat
China,Boyu,Female,Laotian,dog
Brazil,Carmo do Cajuru,Female,Honduran,dog
China,Banqiao,Male,Paiute,dog
China,Beizhouzi,Male,Bangladeshi,horse
China,Shuanghekou,Female,Mexican,rabbit
China,Wenbi,Male,Melanesian,elephant
China,E’erdun Wula,Female,Dominican (Dominican Republic),cat
China,Xinzheng,Male,Osage,rabbit
United States,Sacramento,Female,Vietnamese,cat
China,Rongcheng,Male,Blackfeet,cat
China,Yangong,Male,American Indian and Alaska Native (AIAN),dog
China,Huishi,Female,Colville,cat
China,Harbin,Female,Puget Sound Salish,elephant
China,Wangchang,Female,Samoan,dog
China,Zhujiapu,Male,American Indian,rabbit
China,Huangtan,Male,Thai,rabbit
United States,Los Angeles,Male,Bangladeshi,rabbit
China,Sanban,Female,Guamanian,rabbit
China,Zheshan,Male,Sioux,horse
China,Daqiao,Female,Pima,rabbit
United States,Youngstown,Female,Delaware,horse
China,Pengwan,Female,Puget Sound Salish,horse
China,Chengbei,Female,Salvadoran,elephant
Brazil,Alegrete,Female,Crow,horse
China,Benniu,Male,Filipino,cat
China,Jinniu,Female,Hmong,dog
United States,San Bernardino,Female,Cree,horse
China,Pingqiao,Male,Japanese,dog
China,He’an,Female,Chilean,rabbit
China,Laixi,Male,Ute,elephant
China,Woniuhe,Female,Spaniard,horse
China,Xinfeng,Male,Iroquois,dog
China,Fenggang,Female,Uruguayan,cat
Brazil,Santa Inês,Female,Cherokee,rabbit
China,Kuasha,Female,Tongan,elephant
China,Beiqi,Male,Argentinian,rabbit
Canada,Smithers,Male,Chamorro,horse
China,Tiebiancheng,Female,Iroquois,cat
Brazil,Alagoa Grande,Male,Indonesian,cat
Canada,Dollard-Des Ormeaux,Male,Black or African American,cat
Brazil,Iracemápolis,Male,Native Hawaiian and Other Pacific Islander (NHPI),elephant
Canada,Midland,Female,Malaysian,elephant
China,Xicun,Female,Peruvian,cat
China,Suncun,Female,Uruguayan,dog
China,Maoqitun,Male,Kiowa,cat
China,Keyinhe,Female,Micronesian,elephant
China,Banqiao,Male,Japanese,elephant
China,Dananyu,Male,Puget Sound Salish,cat
China,Liaozhong,Male,Indonesian,elephant
Brazil,Aquiraz,Male,Asian Indian,cat
Canada,Carbonear,Female,Ute,rabbit
China,Chengbei,Male,Panamanian,rabbit
China,Hulei,Female,Sri Lankan,elephant
China,Huangkeng,Female,Cheyenne,cat
China,Heqiao,Female,Cherokee,elephant
China,Changping,Female,Tohono O'Odham,horse
China,Guandiping,Male,Yaqui,dog
